"Point","Channel","Category","ImagePath","FileExists","Referenced","ReferencedIn","Status","Notes"
"SP14","SP","point","images/points/SP/SP14.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP15","SP","point","images/points/SP/SP15.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP16","SP","point","images/points/SP/SP16.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP17","SP","point","images/points/SP/SP17.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP18","SP","point","images/points/SP/SP18.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP19","SP","point","images/points/SP/SP19.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP2","SP","point","images/points/SP/SP2.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP20","SP","point","images/points/SP/SP20.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP21","SP","point","images/points/SP/SP21.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP3","SP","point","images/points/SP/SP3.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP4","SP","point","images/points/SP/SP4.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP5","SP","point","images/points/SP/SP5.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP6","SP","point","images/points/SP/SP6.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP7","SP","point","images/points/SP/SP7.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP8","SP","point","images/points/SP/SP8.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"SP9","SP","point","images/points/SP/SP9.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/05-spleen-channel.md","needs-review",""
"ST1","ST","point","images/points/ST/ST1.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST10","ST","point","images/points/ST/ST10.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST11","ST","point","images/points/ST/ST11.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST12","ST","point","images/points/ST/ST12.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST13","ST","point","images/points/ST/ST13.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST17","ST","point","images/points/ST/ST17.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST18","ST","point","images/points/ST/ST18.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST19","ST","point","images/points/ST/ST19.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST2","ST","point","images/points/ST/ST2.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST21","ST","point","images/points/ST/ST21.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST25","ST","point","images/points/ST/ST25.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST28","ST","point","images/points/ST/ST28.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST29","ST","point","images/points/ST/ST29.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST3","ST","point","images/points/ST/ST3.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST30","ST","point","images/points/ST/ST30.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST31","ST","point","images/points/ST/ST31.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST32","ST","point","images/points/ST/ST32.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST33","ST","point","images/points/ST/ST33.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST34","ST","point","images/points/ST/ST34.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST35","ST","point","images/points/ST/ST35.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST36","ST","point","images/points/ST/ST36.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST37","ST","point","images/points/ST/ST37.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST38","ST","point","images/points/ST/ST38.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST39","ST","point","images/points/ST/ST39.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST4","ST","point","images/points/ST/ST4.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST40","ST","point","images/points/ST/ST40.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST41","ST","point","images/points/ST/ST41.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST42","ST","point","images/points/ST/ST42.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST43","ST","point","images/points/ST/ST43.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST44","ST","point","images/points/ST/ST44.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST45","ST","point","images/points/ST/ST45.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST5","ST","point","images/points/ST/ST5.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST6","ST","point","images/points/ST/ST6.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST7","ST","point","images/points/ST/ST7.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST8","ST","point","images/points/ST/ST8.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"ST9","ST","point","images/points/ST/ST9.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/04-stomach-channel.md","needs-review",""
"TE1","TE","point","images/points/TE/TE1.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE10","TE","point","images/points/TE/TE10.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE11","TE","point","images/points/TE/TE11.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE12","TE","point","images/points/TE/TE12.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE13","TE","point","images/points/TE/TE13.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE14","TE","point","images/points/TE/TE14.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE15","TE","point","images/points/TE/TE15.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE16","TE","point","images/points/TE/TE16.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE17","TE","point","images/points/TE/TE17.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE18","TE","point","images/points/TE/TE18.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE19","TE","point","images/points/TE/TE19.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE2","TE","point","images/points/TE/TE2.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE20","TE","point","images/points/TE/TE20.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE21","TE","point","images/points/TE/TE21.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE22","TE","point","images/points/TE/TE22.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE23","TE","point","images/points/TE/TE23.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE3","TE","point","images/points/TE/TE3.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE4","TE","point","images/points/TE/TE4.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE5","TE","point","images/points/TE/TE5.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE6","TE","point","images/points/TE/TE6.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE7","TE","point","images/points/TE/TE7.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE8","TE","point","images/points/TE/TE8.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"TE9","TE","point","images/points/TE/TE9.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/11-triple-energizer.md","needs-review",""
"","","technique","images/techniques/needle-angles.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-04-intro-needling/03-basic-insertion.md","needs-review",""
"","","theory","images/theory/five-elements-cycle.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-01-philosophy/03-five-elements.md","needs-review",""
"","","theory","images/theory/organ-clock.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-02-meridians/01-meridian-system.md","needs-review",""
"","","theory","images/theory/yin-yang-symbol.png","yes","yes","export-for-ai/01-year-1-foundations-master.md; year-1-foundations/module-01-philosophy/02-yin-yang-theory.md","needs-review",""
